P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_ESI,P_SEMI_MAJOR_AXIS,P_PERIOD,P_ECCENTRICITY,P_FLUX,P_RADIUS,P_MASS,P_DENSITY,P_GRAVITY,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,S_TEMPERATURE,S_LUMINOSITY,S_TYPE_TEMP,S_TIDAL_LOCK
HATS-11 b,Transit,HATSouth,2016,0.0520983,0.0507,3.619188,0.34,1046.3084,18.03,263.7989,0.045007594,0.81148693,1232.5182,1756.1991,1391.9356,1983.351,6563,2.529298,G,0.55282861
WASP-158 b,Transit,SuperWASP-South,2018,0.074703752,0.0517,3.656333,0,1137.6768,11.994,886.7457,0.51393354,6.1641188,1479.4641,1479.4641,1670.8222,1670.8222,6350,3.040885,F,0.44440345
KELT-12 b,Transit,KELT-North,2017,0.047137501,0.06708,5.031623,0,1733.0612,19.952,301.9385,0.038015367,0.7584826,1643.6267,1643.6267,1856.2181,1856.2181,6279,7.7983011,F,0.47616886
TOI-150.01,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,0.065636383,0.07037,5.857487,0.262,657.15382,14.067,797.7533,0.28659206,4.0314904,1137.9581,1488.085,1285.1448,1680.5582,6255,3.1405087,F,0.45574729
HD 63433 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.25783122,0.0714,7.1079379,0.24,151.52557,2.112,5.11,0.54242433,1.1456002,796.69072,1017.6392,899.73698,1149.2635,5688,0.74989421,G,0.30780095
TOI-561 d,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.27291757,0.158,25.7124,0.122,21.524949,2.82,13.2,0.5886086,1.6598763,517.04071,584.48572,583.91623,660.08478,5372,0.5333349,G,0.49730019
HATS-29 b,Transit,HATSouth,2016,0.067145306,0.05475,4.6058749,0.158,361.17812,14.022,207.54299,0.075279752,1.0555727,1028.7347,1206.4285,1161.7941,1362.4715,5670,1.0690549,G,0.47998872
HATS-67 b,Transit,HATSouth,2018,0.049227641,0.03032,1.6091788,0.057,3839.2666,18.887,460.8535,0.068402811,1.2919239,1949.6094,2064.093,2201.7775,2331.0687,6594,3.5237087,F,0.36108327
HD 219134 b,Radial Velocity,Roque de los Muchachos Observatory,2015,0.28198425,0.03876,3.092926,0,176.29194,1.602,4.74,1.1528978,1.8469423,928.23476,928.23476,1048.2953,1048.2953,4699,0.26485001,K,0.49730019
HAT-P-27 b,Transit,HATNet,2011,0.080144734,0.04,3.039577,0,336.41861,11.43,197.05,0.13195861,1.508287,1090.9873,1090.9873,1232.0988,1232.0988,5316,0.53826978,G,0.44537882
K2-140 b,Transit,K2,2017,0.071641353,0.068,6.569188,0,193.1889,13.563,295.58042,0.11847,1.6068086,949.71928,949.71928,1072.5587,1072.5587,5585,0.89330548,G,0.51624152
XO-5 b,Transit,XO,2008,0.072993455,0.0515,4.1877558,0,328.38669,12.78,378.2,0.1811878,2.3155801,1084.4164,1084.4164,1224.678,1224.678,5430,0.87096359,G,0.51777265
WASP-135 b,Transit,SuperWASP,2015,0.063348155,0.0243,1.4013794,0,799.44291,14.572,603.877,0.19516009,2.8438728,1354.5548,1354.5548,1529.7568,1529.7568,5675,0.47206304,G,0.3263313
TOI-905 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.071286988,0.04666,3.739494,0.024,335.14724,13.126,211.99261,0.093739692,1.2304272,1077.0289,1103.1954,1216.3349,1245.8858,5570,0.72945751,G,0.43423874
Kepler-18 c,Transit,Kepler,2011,0.14717168,0.0752,7.64159,0,164.65098,5.49,17.3,0.10455121,0.57398615,912.51663,912.51663,1030.5441,1030.5441,5345,0.93110788,G,0.51977504
KELT-18 b,Transit,KELT-North,2017,0.052578597,0.0455,2.8717518,0,3140.3439,17.598,375.0394,0.068815609,1.2110171,1906.9707,1906.9707,2153.6237,2153.6237,6670,6.5012969,F,0.45775346
WASP-168 b,Transit,SuperWASP-South,2018,0.05645609,0.0519,4.153658,0,530.47544,16.814,133.4886,0.028082195,0.47217402,1222.5483,1222.5483,1380.6762,1380.6762,6000,1.428894,F,0.4616526
WASP-28 b,Transit,SuperWASP,2014,0.067179582,0.0442,3.408835,0,723.02857,13.664,282.54945,0.11075438,1.5133478,1320.9567,1320.9567,1491.813,1491.813,6084,1.4125375,F,0.47369306
HATS-60 b,Transit,HATSouth,2018,0.070213614,0.04708,3.560829,0.191,917.05831,12.924,210.40346,0.097467994,1.2596764,1278.5732,1551.3408,1443.9475,1751.9957,5688,1.9952623,G,0.51722585
WASP-113 b,Transit,SuperWASP-North,2016,0.058783721,0.05885,4.5421688,0,947.3426,15.793,150.96925,0.038326097,0.60528405,1413.2743,1413.2743,1596.0713,1596.0713,5890,3.2809529,G,0.53188135
WASP-79 b,Transit,SuperWASP,2012,0.054107863,0.0519,3.662392,0,1712.6369,17.15,270.15415,0.053557373,0.91850895,1638.7625,1638.7625,1850.7248,1850.7248,6600,4.6131757,F,0.42226437
HAT-P-20 b,Transit,HATNet,2010,0.095961572,0.0361,2.875317,0.015,145.893,9.718,2302.899,2.5092516,24.384907,878.74545,892.02699,992.4049,1007.4043,4595,0.19010783,K,0.44823782
HD 219666 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2018,0.18231373,0.104,6.04345,0,86.682878,4.24,16.6,0.21777625,0.92337131,777.28993,777.28993,877.82683,877.82683,5527,0.93756201,G,0.51068619
Kepler-5 b,Transit,Kepler,2009,0.05772234,0.0538,3.5484657,0,1550.3703,15.984,670.93913,0.16429589,2.6261056,1598.485,1598.485,1805.2377,1805.2377,6297,4.4874539,F,0.47391135
HD 89345 b,Transit,K2,2018,0.11572472,0.1066,11.8143,0.22,240.02605,7.398,34.9613,0.086346471,0.63879119,902.17584,1128.298,1018.8658,1274.2353,5576,2.6607251,G,0.52623129
HAT-P-34 b,Transit,HATNet,2011,0.067893545,0.06774,5.452654,0.432,961.97534,13.417,1058.3739,0.43820049,5.879336,1155.3288,1834.4376,1304.7623,2071.709,6442,3.9810717,F,0.43615206
HAT-P-67 b,Transit,HATNet,2017,0.040661918,0.06505,4.8101025,0,2053.5506,23.371,108.0622,0.008465292,0.19784233,1714.8497,1714.8497,1936.6533,1936.6533,6406,8.6896043,F,0.43726334
WASP-129 b,Transit,SuperWASP-South,2016,0.086640909,0.0628,5.748145,0.096,329.67895,10.424,317.83,0.28060259,2.9250014,1035.6538,1140.3435,1169.6082,1287.8387,5900,1.2941958,G,0.35773231
WASP-114 b,Transit,SuperWASP-North,2016,0.060787856,0.02851,1.5487743,0.012,2648.7248,15.009,562.24127,0.1662905,2.4958542,1816.6064,1838.5381,2051.5715,2076.3399,5940,2.1527817,G,0.49659173
WASP-172 b,Transit,SuperWASP-South,2018,0.052833875,0.0694,5.477433,0,1783.5326,17.598,149.3801,0.027409607,0.48235426,1655.4649,1655.4649,1869.5875,1869.5875,6900,8.5901352,F,0.45022447
WASP-144 b,Transit,SuperWASP-South,2018,0.091488053,0.0316,2.2783152,0,744.09063,9.528,139.8452,0.1616748,1.5404374,1330.4733,1330.4733,1502.5605,1502.5605,5200,0.74301914,K,0.47832477
WASP-18 b,Transit,SuperWASP,2009,0.064870665,0.02024,0.94145223,0.0051,6540.1037,13.899,3241.8497,1.2073751,16.781307,2285.019,2296.7025,2580.5699,2593.7646,6432,2.6791683,F,0.41982795
HATS-3 b,Transit,HATSouth,2013,0.059595211,0.0485,3.547851,0,1214.8328,15.48,340.382,0.091760066,1.4204458,1503.9342,1503.9342,1698.4574,1698.4574,6351,2.8575905,F,0.46274843
HAT-P-54 b,Transit,HATNet,2015,0.096699751,0.04117,3.799847,0.074,74.136253,10.581,241.5508,0.20390522,2.1575211,720.78732,776.25388,814.01601,876.65678,4390,0.12531412,K,0.38878251
HAT-P-46 b,Transit,HATNet,2014,0.06414443,0.0577,4.463129,0.123,744.66115,14.392,156.684,0.052560707,0.7564537,1253.3487,1418.2801,1415.4604,1601.7245,6120,2.4603676,F,0.45249956
HAT-P-32 b,Transit,HATNet,2011,0.042689553,0.03397,2.1500082,0.159,1911.4775,22.194,216.1244,0.019769562,0.43876567,1559.5892,1830.8549,1761.3109,2067.663,6001,2.1777098,F,0.43968834
HATS-70 b,Transit,HATSouth,2019,0.058723425,0.03632,1.8882378,0.18,9244.0097,15.513,4100.007,1.0982399,17.036996,2290.0016,2747.0709,2586.197,3102.3849,7930,11.994993,A,0.41858051
HAT-P-23 b,Transit,HATNet,2010,0.059587449,0.0232,1.212884,0.106,2954.4572,15.334,664.237,0.18422845,2.824959,1783.3154,1983.5217,2013.9745,2240.0761,5905,1.581248,G,0.46945538
HD 2685 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,0.057264903,0.0568,4.12688,0.091,1449.1356,16.141,371.8611,0.088427926,1.4273151,1503.1875,1646.8104,1697.6141,1859.8136,6801,4.6558609,F,0.421582
TOI-1478 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.083334031,0.0903,10.180249,0.024,119.05554,11.882,270.47333,0.16123369,1.9157788,831.48775,851.68878,939.03476,961.84864,5597,0.97050997,G,0.50812778
WASP-120 b,Transit,SuperWASP,2016,0.055968876,0.0514,3.6112706,0.057,1793.8264,16.511,1541.4755,0.34246524,5.6544435,1611.8724,1706.5236,1820.3566,1927.2503,6450,4.7315126,F,0.46815751
HAT-P-16 b,Transit,HATNet,2010,0.063418574,0.0413,2.77596,0.036,1154.4669,14.448,1332.605,0.44185344,6.3838985,1458.6289,1512.1197,1647.2921,1707.7016,6158,1.9678863,F,0.42905844
K2-199 c,Transit,K2,2018,0.24485668,0.0662,7.3744897,0.03,42.216239,2.85,12.4,0.5356574,1.5266236,639.73793,659.22679,722.48347,744.49307,4491,0.18492686,K,0.41787787
CoRoT-11 b,Transit,CoRoT,2010,0.057733305,0.0436,2.99433,0,1256.1081,16.03,740.51,0.17977544,2.8818003,1516.5491,1516.5491,1712.7039,1712.7039,6440,2.3878113,F,0.43484159
HATS-33 b,Transit,HATSouth,2016,0.066718279,0.03727,2.5495551,0.08,692.90776,13.787,378.85336,0.14456455,1.9931115,1256.6321,1361.5265,1419.1684,1537.6302,5659,0.95940063,G,0.4380399
Kepler-12 b,Transit,Kepler,2011,0.048309902,0.0553,4.4379629,0,919.49577,19.661,137.30256,0.018065992,0.35519548,1402.7722,1402.7722,1584.2107,1584.2107,5947,2.8119008,G,0.47493057
HATS-31 b,Transit,HATSouth,2016,0.050751446,0.0478,3.37796,0.233,1871.8239,18.383,279.6904,0.045022375,0.82764631,1498.4913,1899.9321,1692.3104,2145.6748,6050,4.1591061,F,0.49530522
K2-25 b,Transit,K2,2015,0.29440309,0.0287,3.4845641,0.428,10.969178,3.44,24.5,0.60185345,2.0703759,378.26369,597.66902,427.1894,674.97324,3207,0.008165824,M,0.21665552
HATS-4 b,Transit,HATSouth,2014,0.079097563,0.0362,2.516729,0.013,496.1575,11.433,420.471,0.28135552,3.2167376,1194.5125,1210.1434,1349.0142,1366.6668,5403,0.65012969,G,0.40481946
TOI-1728 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.16903063,0.0391,3.49151,0.057,57.590804,5.05,26.78,0.20793923,1.0500931,682.29759,722.36299,770.54791,815.79548,3980,0.087902252,M,0.42960799
TOI-1130 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.20625668,0.04457,4.07445,0.0541,70.558804,3.56,19.28,0.42732375,1.5212726,718.84869,758.84972,811.82664,857.00152,4350,0.13995873,K,0.40374603
WASP-151 b,Transit,SuperWASP-South,2017,0.069597747,0.055,4.5334775,0,461.60938,13.305,100.43378,0.042641765,0.56734868,1180.7783,1180.7783,1333.5036,1333.5036,5871,1.3963684,G,0.48763313
CoRoT-1 b,Transit,CoRoT,2008,0.055210389,0.02752,1.5089557,0,2622.4254,16.7,327.35,0.070285046,1.1737603,1822.9531,1822.9531,2058.7391,2058.7391,5950,1.9860949,G,0.3803231
TOI-125 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,0.23538553,0.0814,9.15059,0.066,78.469186,2.759,6.63,0.31568826,0.8709839,733.93721,784.08667,828.86675,885.50268,5320,0.51880004,K,0.46824787
HD 63433 d,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.29714636,0.0503,4.209075,0.16,300.25856,1.073,1.25,1.0118377,1.0857018,981.37891,1153.2569,1108.3133,1302.4225,5688,0.74989421,G,0.30780095
K2-199 b,Transit,K2,2018,0.27873821,0.0382,3.2253993,0.02,126.75356,1.73,6.9,1.3326337,2.3054562,846.28753,863.38598,955.74878,975.05879,4491,0.18492686,K,0.41787787
WASP-104 b,Transit,SuperWASP,2014,0.071319152,0.02918,1.7554137,0,758.27969,12.745,404.263,0.19527402,2.4887674,1336.7712,1336.7712,1509.673,1509.673,5475,0.64565423,G,0.44077772
WASP-96 b,Transit,SuperWASP,2014,0.068671946,0.0453,3.4252602,0,524.57018,13.45,152.55,0.062696798,0.84327193,1219.1317,1219.1317,1376.8176,1376.8176,5540,1.0764652,G,0.51583221
WASP-52 b,Transit,SuperWASP,2012,0.065096042,0.0272,1.7497798,0,598.22174,14.24,146.2,0.050631105,0.72098693,1259.8396,1259.8396,1422.7909,1422.7909,5000,0.44258837,K,0.29313966
HATS-10 b,Transit,HATSouth,2015,0.081877583,0.04491,3.312846,0.501,750.02074,10.862,167.17858,0.13045215,1.4169712,1049.513,1820.2369,1185.2601,2055.6715,5880,1.3091819,G,0.45058292
K2-29 b,Transit,K2,2016,0.070862544,0.04217,3.2588321,0.066,285.72008,13.339,232.0159,0.097757015,1.3039808,1013.8397,1083.1148,1144.9727,1223.2079,5358,0.50699071,G,0.41092542
TOI-677 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.073191265,0.1038,11.2366,0.435,211.42441,13.115,392.83788,0.17414398,2.2838983,789.9054,1258.8582,892.07402,1421.6825,6295,2.0511622,F,0.45194194
WASP-2 b,Transit,SuperWASP,2007,0.075282548,0.03144,2.152175,0.0054,492.08628,12.117,295.89973,0.16632566,2.015368,1196.5725,1203.0515,1351.3406,1358.6576,5180,0.48640721,K,0.49046496
TOI-640 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.047421996,0.06608,5.0037775,0.05,1564.6006,19.851,279.6904,0.035754474,0.70976206,1563.0398,1643.2472,1765.2079,1855.7894,6460,6.8233869,F,0.4633124
WASP-153 b,Transit,SuperWASP,2017,0.053702234,0.048,3.332609,0.009,1251.8005,17.374,123.9537,0.023635241,0.41063869,1508.459,1522.0968,1703.5674,1718.9691,5914,2.8840315,G,0.49690088
WASP-174 b,Transit,SuperWASP-South,2018,0.057817199,0.05503,4.2337005,0,901.15807,16.107,104.88337,0.025099361,0.4042754,1395.7253,1395.7253,1576.2524,1576.2524,6399,2.7289778,F,0.43829769
WASP-75 b,Transit,SuperWASP,2013,0.064080469,0.0375,2.484193,0,1431.9817,14.235,340.06,0.11789167,1.678188,1567.0544,1567.0544,1769.7417,1769.7417,6100,2.0137242,F,0.46047331
WASP-145 A b,Transit,SuperWASP-South,2018,0.089311137,0.0261,1.7690381,0,303.8918,10.088,282.8687,0.2755305,2.7795516,1063.6028,1063.6028,1201.1722,1201.1722,4900,0.20701413,K,0.45141456
TOI-561 e,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.43738613,0.328,77.03,0.079,4.9729235,2.55,12.6,0.75988873,1.9377163,365.93341,396.08005,413.26429,447.31018,5372,0.5333349,G,0.49730019
TOI-776 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.36934369,0.0652,8.24661,0.06,11.542183,1.85,4,0.63174935,1.1687363,455.85107,484.07425,514.81215,546.6858,3709,0.048977882,M,0.41024049
HAT-P-28 b,Transit,HATNet,2011,0.067822023,0.0434,3.257215,0.051,600.60104,13.585,198.953,0.079354501,1.0780309,1229.7122,1294.1116,1388.7667,1461.4957,5680,1.1297959,G,0.48834366
HD 106315 c,Transit,K2,2017,0.17668646,0.1536,21.05704,0.22,107.89228,4.35,15.2,0.18466127,0.80327652,738.71035,923.86135,834.25727,1043.3562,6327,2.4831331,F,0.47269391
WASP-166 b,Transit,WASP-South,2019,0.11771372,0.0641,5.44354,0,466.96458,7.062,32.10083,0.091145057,0.64366639,1184.1881,1184.1881,1337.3544,1337.3544,6050,1.9186687,F,0.42898658
WASP-159 b,Transit,SuperWASP-South,2018,0.059407897,0.0538,3.840401,0,1646.0213,15.468,174.8065,0.047234039,0.73061612,1622.5892,1622.5892,1832.4595,1832.4595,6120,4.7643099,F,0.49190099
WASP-84 b,Transit,SuperWASP,2014,0.094991063,0.0778,8.5234965,0.077,78.402896,10.72,220,0.17858226,1.9144019,729.881,788.42259,824.2859,890.39943,5280,0.47315126,K,0.38347262
HD 219134 c,Radial Velocity,Roque de los Muchachos Observatory,2015,0.3003019,0.0653,6.76458,0.062,62.231456,1.511,4.36,1.2638429,1.9096666,693.95428,738.40002,783.71232,833.90679,4699,0.26485001,K,0.49730019
HATS-27 b,Transit,HATSouth,2016,0.055155775,0.0611,4.637038,0.581,1535.8353,16.814,168.4499,0.035437055,0.59583865,1204.6563,2340.0336,1360.47,2642.7002,6438,4.6665938,F,0.46196484
K2-290 b,Transit,K2,2019,0.21114911,0.0923,9.21165,0,308.74263,3.06,10.9,0.38041902,1.1640822,1067.822,1067.822,1205.9371,1205.9371,6302,2.630268,F,0.47762145
WASP-47 e,Transit,K2,2015,0.26455436,0.01673,0.7895933,0.03,3847.7216,1.808,6.77,1.1454955,2.0710559,1976.6652,2036.882,2232.3328,2300.3382,5552,1.0764652,G,0.49513259
Kepler-7 b,Transit,Kepler,2009,0.051482224,0.06067,4.8854892,0,1349.1244,18.181,140.16303,0.023322773,0.42403133,1543.8771,1543.8771,1743.5665,1743.5665,5933,4.9659232,G,0.47330106
K2-233 d,Transit,K2,2018,0.32850598,0.15224,24.3645,0.1999,13.206806,2.358,21.14,1.6124029,3.8020461,441.07536,540.14852,498.12531,610.01287,5033,0.29991625,K,0.27892297
K2-115 b,Transit,K2,2017,0.10272244,0.143,20.272615,0.14,35.369284,12.06,266.9772,0.15220617,1.8356064,580.40249,668.24,655.47341,754.67207,5657,0.71614341,G,0.52203145
WASP-169 b,Transit,WASP-South,2019,0.0626477,0.0681,5.6114118,0,1326.4955,14.617,178.30263,0.057093019,0.83452866,1537.362,1537.362,1736.2088,1736.2088,6110,6.1517687,F,0.49271425
HD 108236 e,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.23835557,0.1367,19.590025,0.058,37.948506,3.083,9.71,0.33135891,1.0215795,614.43029,651.16343,693.90246,735.38677,5660,0.70794578,G,0.46889657
HAT-P-65 b,Transit,HATNet,2016,0.05157118,0.04042,2.6054475,0.304,1909.2551,18.058,176.07694,0.029901539,0.53996198,1456.843,1994.1,1645.2753,2252.0226,5872,2.971666,G,0.48983527
HAT-P-19 b,Transit,HATNet,2010,0.084641928,0.04599,4.0087832,0.07,155.14573,11.299,88.03847,0.061031277,0.6895924,868.61258,931.70093,980.96142,1052.2098,4962,0.32734069,K,0.46338495
WASP-64 b,Transit,SuperWASP,2012,0.064074378,0.02648,1.5732918,0,1355.7014,14.247,403.945,0.1396857,1.9901022,1545.7552,1545.7552,1745.6876,1745.6876,5400,0.95060479,G,0.36876954
TOI-1298 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.092601939,0.059,4.537164,0.032,620.18099,9.427,113.14691,0.13505858,1.2731972,1251.2205,1291.9212,1413.057,1459.022,5889,2.1577444,G,0.43688352
KELT-16 b,Transit,KELT,2017,0.057616717,0.02044,0.9689951,0,6026.1261,15.861,874.0325,0.21904628,3.4742931,2244.4465,2244.4465,2534.7497,2534.7497,6236,2.5176769,F,0.46030629
HD 202772 A b,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,0.053322149,0.05208,3.308958,0.038,3451.2136,17.318,323.23311,0.062233272,1.0777558,1916.0884,1990.3373,2163.9208,2247.7732,6272,9.3540567,F,0.46824787
K2-232 b,Transit,K2,2018,0.084704371,0.10356,11.168454,0.258,166.94509,11.209,126.49634,0.08982089,1.0068024,809.40031,1053.9057,914.09047,1190.2208,6154,1.7298164,F,0.40237392
CoRoT-2 b,Transit,CoRoT,2008,0.056740878,0.02798,1.7429935,0.0143,944.81981,16.432,1102.82,0.24856121,4.0843578,1402.3055,1422.5039,1583.6837,1606.4947,5625,0.73960528,G,0.41643051
WASP-157 b,Transit,SuperWASP,2016,0.080622058,0.0499,3.951623,0,481.72469,11.19,182.43442,0.13020166,1.4569566,1193.4368,1193.4368,1347.7994,1347.7994,5772,1.1994993,G,0.39446952
HAT-P-70 b,Transit,HATNet,2019,0.044590327,0.04739,2.7443245,0,7440.9191,20.961,2154.8874,0.23398531,4.904566,2365.9543,2365.9543,2671.9736,2671.9736,8450,16.710906,A,0.40619756
WASP-165 b,Transit,SuperWASP-South,2018,0.064712603,0.04823,3.465509,0,1151.7692,14.123,209.13214,0.074240332,1.0484962,1484.0245,1484.0245,1675.9725,1675.9725,5599,2.6791683,G,0.49997456
WASP-162 b,Transit,SuperWASP-South,2018,0.084752996,0.0871,9.62468,0.434,165.68413,11.209,1652.716,1.1735393,13.154202,743.56006,1183.5386,839.73425,1336.6208,5300,1.1324004,K,0.53904212
HATS-26 b,Transit,HATSouth,2016,0.047721217,0.04735,3.3023881,0.245,2327.0295,19.616,206.5895,0.027370132,0.5368925,1573.4576,2020.5344,1776.9731,2281.8761,6071,5.0582466,F,0.49272302
WASP-92 b,Transit,SuperWASP,2016,0.056475416,0.0348,2.1746742,0,1555.3979,16.376,255.85315,0.058259571,0.95405873,1599.7794,1599.7794,1806.6994,1806.6994,6280,1.8836491,F,0.43522424
HD 136352 b,Radial Velocity,La Silla Observatory,2019,0.28343488,0.0964,11.57797,0,111.64671,1.664,4.72,1.0244294,1.7046505,828.05883,828.05883,935.16233,935.16233,5664,1.0375284,G,0.51885831
HAT-P-52 b,Transit,HATNet,2015,0.080621694,0.03694,2.7535953,0.047,363.48494,11.31,259.98494,0.17970509,2.0324646,1086.7457,1139.0815,1227.3085,1286.4136,5131,0.49545019,K,0.49989196
Qatar-9 b,Transit,Qatar,2019,0.081561732,0.0234,1.540731,0,275.7835,11.31,378.2177,0.26142916,2.9567638,1038.1062,1038.1062,1172.3778,1172.3778,4309,0.15100802,K,0.44858617
KOI-94 c,Transit,Kepler,2013,0.17017264,0.1013,10.423648,0.43,325.21881,4.32,15.6,0.19349661,0.83590535,881.81396,1396.7142,995.8703,1577.3693,6182,3.013006,F,0.47051775
HD 136352 c,Radial Velocity,La Silla Observatory,2019,0.24785241,0.1721,27.59221,0,35.029849,2.916,11.24,0.45331882,1.3218777,619.73964,619.73964,699.89854,699.89854,5664,1.0375284,G,0.51885831
HATS-52 b,Transit,HATSouth,2017,0.059232949,0.02498,1.3666544,0.246,1933.6169,15.491,711.9392,0.19151577,2.9667708,1501.5662,1930.2689,1695.783,2179.9354,6010,1.1694994,F,0.38182354
HATS-56 b,Transit,HATSouth,2019,0.049357876,0.06043,4.324799,0.019,2165.5749,18.921,191.33366,0.028246141,0.53444523,1721.4179,1754.4416,1944.071,1981.3661,6536,7.9067863,F,0.46247478
HD 136352 d,Radial Velocity,La Silla Observatory,2019,0.41385496,0.425,107.245,0,5.744102,2.562,8.82,0.52448275,1.3437248,394.37125,394.37125,445.38035,445.38035,5664,1.0375284,G,0.51885831
TOI-201 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.11210627,0.3,52.97818,0.28,30.094439,11.299,133.4886,0.092538862,1.0455966,522.01634,696.02179,589.53543,786.04724,6394,2.6001596,F,0.38341523
XO-6 b,Transit,XO,2016,0.04243644,0.0815,3.7650007,0,517.23128,23.203,1398.452,0.11194769,2.5975223,1214.8451,1214.8451,1371.9766,1371.9766,6720,3.4355795,F,0.45188049
GJ 3470 b,Radial Velocity,La Silla Observatory,2012,0.20910414,0.0355,3.3366496,0.017,22.993552,4.57,13.9,0.14563515,0.66555262,553.12725,562.61172,624.67031,635.38153,3600,0.028973436,M,0.31666744
Kepler-105 c,Transit,Kepler,2014,0.29219846,0.0711,7.1262,0,247.32089,1.31,4.6,2.0461805,2.6804965,1010.2176,1010.2176,1140.882,1140.882,5827,1.250259,G,0.42771892
Kepler-447 b,Transit,Kepler,2015,0.059364434,0.0769,7.7943013,0.123,110.01645,18.49,435.41,0.068879132,1.2735752,777.04588,879.29933,877.55122,993.03042,5493,0.64565423,G,0.42187477
K2-261 b,Transit,K2,2018,0.09526881,0.1034,11.633478,0.286,207.72527,9.528,59.75174,0.069078884,0.6581836,843.76004,1132.3752,952.89438,1278.8398,5445,2.128139,G,0.53388473
HAT-P-43 b,Transit,HATNet,2012,0.067641376,0.0444,3.3326414,0.21,595.70031,13.63,210.395,0.083089826,1.1325143,1137.668,1407.9741,1284.8172,1590.0855,5693,1.1481536,F,0.48285462
Kepler-422 b,Transit,Kepler,2014,0.073339947,0.082,7.8914483,0,258.44748,12.89,136.66,0.063809107,0.82249938,1021.3928,1021.3928,1153.5026,1153.5026,5972,1.7378008,G,0.45959004
WASP-44 b,Transit,SuperWASP,2011,0.073998485,0.03453,2.423804,0.068,532.86017,12.33,276.5121,0.14751117,1.8188127,1183.6295,1267.0492,1336.7236,1430.9329,5420,0.63386971,G,0.51690055
WASP-57 b,Transit,SuperWASP,2012,0.076541144,0.03769,2.8389186,0.059,697.11581,11.769,204.68252,0.12556311,1.4777523,1271.4189,1348.7822,1435.8679,1523.2376,5600,0.98855309,G,0.40350637
